sn,fault_time,label,msg_feature,server_model,venus_feature,crashdump_feature
SERVER_9440,2020-09-28 17:46:00,0,"[[402, 23, 4], [402, 95, 4], [271, 8, 4], [375, 23, 4], [5, 8, 4]]",33,"[[2, 3, 4], [12, 25, 10]]","[0, 0]"
SERVER_7869,2020-02-14 18:15:00,0,"[[389, 23, 4], [389, 95, 4], [5, 8, 4], [389, 95, 9], [389, 23, 9], [5, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9029,2020-09-12 14:42:00,0,"[[369, 23, 4], [5, 8, 4], [369, 95, 4], [5, 8, 9], [369, 23, 9], [369, 95, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26509,2020-01-25 13:17:00,0,"[[374, 23, 4], [374, 23, 9], [374, 239, 4], [374, 239, 9], [2, 243, 4], [5, 36, 4], [271, 36, 4], [5, 8, 4], [271, 8, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [271, 8, 9], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27462,2020-07-20 17:33:00,0,"[[369, 23, 4], [369, 23, 9], [369, 8, 4], [369, 8, 9], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9088,2020-07-18 04:24:00,0,"[[371, 23, 4], [371, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26389,2020-09-01 16:01:00,0,"[[271, 8, 4], [5, 36, 4], [271, 36, 4], [733, 125, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [733, 125, 9], [271, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_23000,2020-10-27 11:16:00,0,"[[270, 23, 4], [270, 95, 4], [271, 8, 4], [271, 36, 4]]",33,"[[2, 3, 4]]","[27, 28]"
SERVER_7729,2020-01-11 19:50:00,0,"[[374, 23, 4], [271, 8, 4], [374, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13386,2020-03-06 10:17:00,0,"[[253, 95, 4], [271, 8, 4], [253, 95, 9], [253, 239, 4], [271, 8, 9], [253, 239, 9], [2, 243, 4], [253, 23, 4], [5, 8, 4], [5, 8, 9], [253, 23, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13461,2020-10-24 19:57:00,0,"[[373, 23, 4], [373, 23, 9], [2, 243, 4], [5, 8, 4], [373, 95, 4]]",33,"[[2, 3, 4]]","[0, 0]"
SERVER_9329,2020-04-06 00:19:00,0,"[[377, 95, 4], [5, 8, 4], [377, 23, 4], [271, 8, 4], [233, 26, 4], [233, 20, 4], [377, 23, 9], [5, 8, 9], [377, 95, 9], [271, 8, 9], [377, 239, 4], [377, 239, 9], [2, 242, 4], [2, 243, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26266,2020-04-15 15:16:00,0,"[[407, 172, 4], [384, 172, 4], [738, 125, 4], [733, 125, 4], [271, 8, 4], [733, 125, 9], [738, 125, 9], [5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26492,2020-11-25 11:21:00,0,"[[222, 22, 4], [271, 36, 9], [5, 36, 9], [233, 26, 4], [733, 125, 9], [233, 20, 4], [5, 36, 4], [733, 125, 4], [271, 36, 4]]",33,"[[77, 50, 51], [49, 50, 51], [8, 41, 64], [71, 50, 51]]","[29, 30]"
SERVER_20575,2020-08-08 05:10:00,0,"[[372, 95, 4], [5, 8, 4], [233, 26, 4], [233, 20, 4], [372, 95, 9], [5, 8, 9], [2, 242, 4], [372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9333,2020-06-25 05:18:00,0,"[[2, 243, 4], [5, 8, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13480,2020-10-03 06:01:00,0,"[[270, 23, 4], [2, 243, 4], [270, 95, 4], [5, 8, 4]]",33,"[[2, 3, 4], [8, 25, 10]]","[0, 0]"
SERVER_26464,2020-08-14 14:35:00,0,"[[374, 23, 4], [374, 95, 4], [271, 8, 4], [374, 95, 9], [374, 23, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10516,2020-02-24 16:03:00,0,"[[253, 23, 4], [253, 95, 4], [271, 8, 4], [253, 23, 9], [253, 239, 4], [253, 239, 9], [253, 95, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8596,2020-08-05 19:41:00,0,"[[253, 23, 4], [233, 26, 4], [233, 20, 4], [253, 23, 9], [2, 242, 4], [253, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13612,2020-09-19 02:57:00,0,"[[377, 23, 4], [390, 23, 4], [797, 23, 4], [390, 23, 9], [377, 23, 9], [5, 36, 4]]",33,"[[2, 3, 4]]","[0, 0]"
SERVER_20215,2020-04-17 12:54:00,0,"[[373, 23, 4], [373, 23, 9], [2, 243, 4], [5, 8, 4], [373, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8797,2020-10-26 16:33:00,0,"[[376, 23, 4], [376, 95, 4], [5, 8, 4], [5, 36, 4]]",33,"[[2, 3, 4], [8, 25, 10]]","[29, 5]"
SERVER_9434,2020-03-28 11:49:00,0,"[[380, 23, 4], [380, 95, 4], [271, 8, 4], [271, 8, 9], [380, 23, 9], [380, 95, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7627,2020-08-29 04:51:00,0,"[[371, 23, 4], [371, 23, 9], [2, 243, 4], [371, 95, 4], [5, 8, 4], [5, 36, 4], [271, 36, 4]]",33,"[[2, 3, 4], [12, 14, 10]]","[0, 0]"
SERVER_8980,2020-10-01 05:45:00,0,"[[372, 23, 4], [372, 95, 4], [271, 8, 4], [5, 8, 4], [372, 23, 9], [372, 95, 9], [271, 8, 9], [5, 8, 9], [2, 242, 4]]",33,"[[2, 3, 4], [8, 14, 10]]","[0, 0]"
SERVER_8416,2020-03-12 19:03:00,0,"[[271, 13, 4], [240, 131, 4], [5, 13, 4], [233, 20, 4], [207, 13, 4], [214, 13, 4], [271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8920,2020-07-14 07:30:00,0,"[[5, 36, 4], [271, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8971,2020-02-20 06:45:00,0,"[[390, 23, 4], [5, 8, 4], [390, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8676,2020-10-20 18:12:00,0,"[[369, 23, 4], [369, 132, 4], [271, 8, 4], [369, 95, 4]]",33,"[[2, 3, 4], [12, 9, 10]]","[0, 0]"
SERVER_7590,2020-04-10 18:26:00,0,"[[372, 23, 4], [372, 95, 4], [271, 8, 4], [372, 23, 9], [372, 239, 4], [372, 239, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13268,2020-05-16 03:34:00,0,"[[381, 23, 4], [271, 8, 4], [381, 95, 4], [381, 23, 9], [381, 239, 4], [381, 95, 9], [271, 8, 9], [381, 239, 9], [2, 243, 4], [5, 8, 4], [5, 36, 4], [5, 36, 9], [233, 26, 4], [233, 20, 4], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22864,2020-06-24 09:35:00,0,"[[372, 23, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20269,2020-07-21 12:35:00,0,"[[240, 131, 4], [238, 131, 4], [271, 13, 4], [5, 13, 4], [233, 26, 4], [222, 22, 4], [233, 20, 4], [214, 13, 4], [207, 13, 4], [214, 42, 4], [207, 42, 4], [207, 764, 4], [214, 764, 4], [377, 239, 4], [377, 239, 9], [2, 243, 4], [377, 23, 4], [220, 152, 4], [370, 239, 4], [370, 239, 9], [5, 36, 4], [5, 36, 9], [207, 42, 9], [214, 42, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20247,2020-05-01 21:29:00,0,"[[233, 26, 4], [233, 20, 4], [381, 23, 4], [381, 23, 9], [381, 239, 4], [381, 239, 9], [2, 243, 4], [271, 8, 4], [271, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8734,2020-10-31 18:40:00,0,"[[253, 23, 4], [253, 95, 4], [271, 8, 4]]",33,"[[2, 3, 4], [8, 9, 10]]","[0, 0]"
SERVER_7811,2020-05-26 14:25:00,0,"[[375, 23, 4], [5, 8, 4], [375, 95, 4], [5, 8, 9], [375, 23, 9], [375, 95, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27064,2020-09-25 14:37:00,0,"[[377, 23, 4], [377, 239, 9], [377, 239, 4], [377, 23, 9], [2, 243, 4], [377, 95, 4], [271, 8, 4]]",33,"[[2, 3, 4]]","[0, 0]"
SERVER_27452,2020-09-04 23:30:00,0,"[[377, 23, 4], [377, 95, 4], [271, 8, 4], [377, 23, 9], [377, 95, 9], [377, 239, 4], [271, 8, 9], [377, 239, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26556,2020-01-17 15:39:00,0,"[[5, 36, 4], [733, 125, 4], [5, 36, 9], [233, 26, 4], [233, 20, 4], [733, 125, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7945,2020-02-13 19:57:00,0,"[[377, 23, 4], [271, 8, 4], [377, 95, 4], [5, 8, 4], [797, 23, 4], [377, 23, 9], [377, 95, 9], [5, 8, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27403,2020-07-27 13:55:00,0,"[[2, 243, 4], [5, 36, 4], [233, 26, 4], [5, 36, 9], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10459,2020-10-01 05:54:00,0,"[[376, 23, 4], [5, 8, 4], [267, 394, 4], [233, 26, 4], [233, 20, 4], [5, 8, 9], [267, 394, 9], [376, 23, 9], [376, 239, 4], [372, 239, 4], [371, 239, 4], [2, 242, 4]]",33,"[[2, 3, 4], [8, 25, 10]]","[0, 0]"
SERVER_22832,2020-08-01 11:50:00,0,"[[372, 23, 4], [577, 95, 4], [765, 8, 4], [271, 8, 4], [372, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27455,2020-07-28 18:49:00,0,"[[2, 243, 4], [738, 125, 4], [733, 125, 4], [738, 125, 9], [733, 125, 9], [5, 36, 4], [271, 8, 4], [271, 36, 4], [5, 8, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [271, 8, 9], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20292,2020-09-08 10:57:00,0,"[[5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [5, 8, 9], [2, 242, 4], [2, 243, 4], [369, 23, 4], [369, 23, 9], [271, 36, 4], [5, 36, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9335,2020-08-29 17:53:00,0,"[[369, 23, 4], [369, 95, 4], [5, 8, 4], [369, 23, 9], [369, 95, 9], [5, 8, 9], [2, 243, 4]]",33,"[[2, 3, 4], [12, 9, 10]]","[0, 0]"
SERVER_13072,2020-03-09 21:29:00,0,"[[377, 23, 4], [5, 8, 4], [377, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8453,2020-09-03 14:41:00,0,"[[240, 131, 4], [5, 13, 4], [233, 20, 4], [271, 13, 4], [214, 13, 4], [207, 13, 4], [382, 23, 4], [382, 95, 4], [271, 8, 4], [382, 23, 9], [382, 95, 9], [271, 8, 9], [2, 242, 4]]",33,"[[2, 3, 4], [8, 9, 10]]","[0, 0]"
SERVER_26527,2020-10-15 16:32:00,0,"[[271, 8, 4], [375, 95, 4], [376, 239, 4], [375, 95, 9], [377, 239, 4], [271, 8, 9], [389, 239, 4], [377, 239, 9], [376, 239, 9], [389, 239, 9], [373, 239, 4], [374, 239, 4], [375, 239, 4], [2, 243, 4]]",33,"[[12, 25, 10]]","[0, 0]"
SERVER_7997,2020-05-04 11:27:00,0,"[[270, 23, 4], [270, 95, 4], [5, 8, 4], [271, 8, 4], [270, 23, 9], [271, 8, 9], [5, 8, 9], [270, 95, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10922,2020-09-25 20:00:00,0,"[[369, 23, 4], [233, 26, 4], [233, 20, 4], [369, 23, 9], [2, 242, 4], [733, 125, 4], [738, 125, 4], [733, 125, 9], [738, 125, 9], [369, 95, 4], [271, 8, 4]]",33,"[[2, 3, 4], [12, 9, 10]]","[0, 0]"
SERVER_26364,2020-01-29 09:24:00,0,"[[733, 125, 4], [5, 36, 4], [733, 125, 9], [5, 36, 9], [233, 26, 4], [233, 20, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8976,2020-03-15 10:41:00,0,"[[390, 23, 4], [390, 95, 4], [271, 8, 4], [271, 8, 9], [390, 95, 9], [390, 23, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27480,2020-08-14 19:36:00,0,"[[2, 243, 4], [5, 36, 4], [5, 36, 9], [233, 26, 4], [233, 20, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26638,2020-03-06 14:05:00,0,"[[220, 152, 4], [222, 22, 4], [233, 26, 4], [271, 13, 4], [5, 13, 4], [240, 131, 4], [233, 20, 4], [271, 8, 4], [207, 13, 4], [214, 13, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8603,2020-02-19 16:49:00,0,"[[372, 23, 4], [372, 23, 9], [2, 243, 4], [372, 95, 4], [5, 8, 4], [372, 95, 9], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8212,2020-03-13 04:37:00,0,"[[2, 243, 4], [370, 23, 4], [370, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9534,2020-10-29 12:45:00,0,"[[371, 23, 4], [371, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8368,2020-05-04 20:51:00,0,"[[389, 23, 4], [389, 23, 9], [389, 95, 9], [5, 8, 9], [2, 242, 4], [5, 36, 4], [267, 394, 4], [5, 36, 9], [233, 26, 4], [233, 20, 4], [267, 394, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27479,2020-08-14 19:35:00,0,"[[2, 243, 4], [271, 36, 4], [5, 36, 4], [5, 8, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26403,2020-01-24 09:36:00,0,"[[271, 36, 4], [5, 36, 4], [733, 125, 4], [733, 125, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26254,2020-01-14 11:36:00,0,"[[2, 243, 4], [5, 8, 4], [733, 125, 4], [5, 36, 4], [271, 36, 4], [733, 125, 9], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26493,2020-08-20 18:05:00,0,"[[207, 42, 4], [214, 42, 4], [207, 764, 4], [214, 42, 9], [5, 36, 9], [233, 26, 4], [207, 42, 9], [233, 20, 4], [207, 764, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26229,2020-05-05 12:30:00,0,"[[222, 22, 4], [233, 26, 4], [5, 36, 9], [207, 764, 4], [207, 42, 4], [240, 131, 4], [5, 13, 4], [271, 13, 4], [233, 20, 4], [214, 13, 4], [207, 13, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10473,2020-10-28 09:35:00,0,"[[2, 243, 4], [5, 36, 4], [5, 8, 4], [5, 36, 9], [233, 26, 4], [233, 20, 4], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22948,2020-09-14 19:48:00,0,"[[381, 23, 4], [381, 95, 4], [271, 8, 4], [381, 23, 9], [381, 239, 4], [381, 239, 9], [2, 243, 4]]",33,"[[2, 3, 4]]","[0, 0]"
SERVER_27421,2020-10-01 01:07:00,0,"[[5, 8, 4], [271, 36, 4], [5, 36, 4], [738, 125, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27458,2020-07-16 06:36:00,0,"[[2, 243, 4], [271, 36, 4], [271, 36, 9], [233, 26, 4], [233, 20, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9304,2020-05-29 12:06:00,0,"[[2, 243, 4], [372, 23, 4], [372, 23, 9], [5, 36, 4], [271, 36, 4], [5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27444,2020-11-17 06:21:00,0,"[[2, 243, 4], [271, 36, 4], [271, 36, 9], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26543,2020-10-14 17:19:00,0,"[[5, 8, 4], [5, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26373,2020-02-20 22:33:00,0,"[[271, 36, 4], [5, 36, 4], [733, 125, 4], [733, 125, 9], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13492,2020-02-10 20:21:00,0,"[[270, 23, 4], [270, 95, 4], [5, 8, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27087,2020-11-03 20:15:00,0,"[[378, 23, 4], [378, 23, 9], [2, 243, 4], [271, 8, 4], [271, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10340,2020-06-18 11:45:00,0,"[[393, 95, 4], [271, 8, 4], [393, 23, 9], [393, 95, 9], [271, 8, 9], [2, 243, 4], [393, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10770,2020-03-08 19:23:00,0,"[[371, 23, 4], [371, 95, 4], [271, 8, 4], [371, 95, 9], [371, 23, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7585,2020-04-22 01:18:00,0,"[[240, 131, 4], [271, 13, 4], [5, 13, 4], [233, 20, 4], [207, 13, 4], [214, 13, 4], [375, 23, 4], [375, 95, 4], [271, 8, 4], [271, 36, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26419,2020-06-11 15:22:00,0,"[[271, 36, 4], [5, 36, 4], [733, 125, 4], [733, 125, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27463,2020-07-16 12:54:00,0,"[[2, 243, 4], [5, 36, 4], [271, 36, 4], [5, 8, 4], [233, 26, 4], [5, 36, 9], [271, 36, 9], [233, 20, 4], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8697,2020-02-29 16:26:00,0,"[[2, 243, 4], [5, 36, 4], [271, 36, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26549,2020-05-03 03:52:00,0,"[[5, 8, 4], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20246,2020-04-26 04:10:00,0,"[[376, 23, 4], [376, 23, 9], [2, 243, 4], [376, 95, 4], [271, 8, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27414,2020-08-13 09:55:00,0,"[[733, 125, 4], [738, 125, 4], [738, 125, 9], [733, 125, 9], [5, 8, 4], [5, 36, 4], [271, 36, 4], [5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [5, 8, 9], [2, 242, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10501,2020-02-10 09:55:00,0,"[[5, 8, 4], [389, 95, 4], [389, 95, 9], [5, 8, 9], [2, 243, 4], [389, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26426,2020-05-01 12:04:00,0,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10923,2020-06-02 00:59:00,0,"[[372, 23, 4], [372, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7971,2020-09-29 07:24:00,0,"[[371, 23, 4], [271, 8, 4], [371, 95, 4], [271, 8, 9], [371, 23, 9], [371, 95, 9], [2, 242, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8898,2020-01-26 12:29:00,0,"[[381, 23, 4], [381, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26560,2020-05-03 11:53:00,0,"[[5, 36, 4], [233, 26, 4], [5, 36, 9], [233, 20, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26639,2020-03-28 01:16:00,0,"[[222, 22, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [5, 13, 4], [240, 131, 4], [271, 13, 4], [233, 20, 4], [207, 13, 4], [214, 13, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27078,2020-09-18 13:43:00,0,"[[372, 23, 4], [372, 95, 4], [5, 8, 4]]",33,"[[2, 3, 4], [8, 14, 10]]","[0, 0]"
SERVER_26537,2020-02-01 15:48:00,0,"[[5, 36, 4], [733, 125, 4], [233, 26, 4], [5, 36, 9], [233, 20, 4], [733, 125, 9], [2, 243, 4], [5, 8, 4], [271, 36, 4], [271, 36, 9], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27111,2020-09-30 00:53:00,0,"[[271, 8, 4], [5, 36, 4], [271, 36, 4], [271, 36, 9], [5, 36, 9], [233, 26, 4], [233, 20, 4], [271, 8, 9], [2, 243, 4], [5, 8, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9010,2020-09-20 19:06:00,0,"[[733, 125, 4], [233, 26, 4], [733, 125, 9], [233, 20, 4], [5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8619,2020-08-21 22:28:00,0,"[[374, 23, 4], [374, 23, 9], [2, 243, 4], [374, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26232,2020-01-15 14:45:00,0,"[[222, 22, 4], [240, 131, 4], [233, 26, 4], [5, 13, 4], [233, 20, 4], [271, 13, 4], [214, 764, 4], [207, 13, 4], [214, 42, 4], [214, 13, 4], [2, 242, 4], [2, 243, 4], [733, 125, 4], [733, 125, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26311,2020-04-15 11:30:00,0,"[[374, 23, 4], [374, 95, 4], [271, 8, 4], [5, 8, 4], [5, 36, 4], [271, 36, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [374, 23, 9], [374, 95, 9], [5, 8, 9], [271, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8618,2020-04-19 08:36:00,0,"[[375, 23, 4], [375, 95, 4], [271, 8, 4], [375, 95, 9], [375, 23, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9678,2020-10-08 02:06:00,0,"[[376, 23, 4], [376, 95, 4], [271, 8, 4], [271, 8, 9], [376, 23, 9], [376, 95, 9]]",33,"[[2, 3, 4]]","[0, 0]"
SERVER_27100,2020-06-08 21:45:00,0,"[[5, 8, 4], [5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10953,2020-06-07 13:37:00,0,"[[377, 23, 4], [377, 95, 4], [271, 8, 4], [377, 23, 9], [377, 95, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8556,2020-04-16 11:52:00,0,"[[5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26648,2020-05-05 23:51:00,0,"[[312, 3, 4], [268, 189, 4], [312, 261, 4], [268, 189, 9], [268, 189, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7640,2020-01-14 20:53:00,0,"[[374, 23, 4], [374, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7598,2020-06-20 21:24:00,0,"[[383, 23, 4], [383, 95, 4], [271, 8, 4], [271, 36, 4], [271, 36, 9], [233, 26, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26640,2020-08-04 09:51:00,0,"[[222, 22, 4], [271, 36, 9], [5, 36, 9], [233, 26, 4], [214, 42, 4], [240, 131, 4], [5, 13, 4], [271, 13, 4], [233, 20, 4], [207, 13, 4], [214, 13, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26358,2020-02-05 13:21:00,0,"[[2, 243, 4], [733, 125, 4], [5, 36, 4], [733, 125, 9], [5, 36, 9], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26550,2020-04-08 19:35:00,0,"[[733, 125, 4], [738, 125, 4], [738, 125, 9], [733, 125, 9], [271, 8, 4], [5, 8, 4], [5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22903,2020-07-18 16:06:00,0,"[[5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26371,2020-05-22 13:42:00,0,"[[5, 8, 4], [5, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26506,2020-05-29 10:16:00,0,"[[5, 8, 4], [5, 36, 4], [271, 36, 4], [733, 125, 4], [5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [5, 8, 9], [2, 243, 4], [733, 125, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26227,2020-05-23 19:48:00,0,"[[733, 125, 4], [733, 125, 9], [271, 36, 4], [5, 36, 4], [233, 26, 4], [5, 36, 9], [271, 36, 9], [233, 20, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9730,2020-10-03 18:33:00,0,"[[2, 243, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26687,2020-05-15 08:22:00,0,"[[5, 36, 4], [271, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26357,2020-09-20 14:07:00,0,"[[271, 36, 9], [5, 36, 9], [233, 26, 4], [233, 20, 4], [271, 8, 9], [384, 172, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26344,2020-03-07 04:19:00,0,"[[2, 243, 4], [384, 172, 4], [384, 172, 9], [5, 8, 4], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22842,2020-11-11 06:53:00,0,"[[5, 36, 4], [271, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10448,2020-09-18 21:01:00,0,"[[271, 8, 4], [738, 125, 4], [733, 125, 4], [5, 36, 9], [271, 36, 9], [233, 26, 4], [233, 20, 4], [733, 125, 9], [271, 8, 9], [2, 242, 4]]",33,"[[71, 50, 51]]","[35, 8]"
